grid_id,country,district_code,subcounty_code,parish_code,building_id,latitude,longitude,address,division,zip_code,house_number,street,city,region,address_status
UG-ENT-000019,UG,ENT,21401,UNASSIGNED,000019,0.0783024,32.4606672,"1037 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1037,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000020,UG,ENT,21404,UNASSIGNED,000020,0.0794148,32.4563754,"1039 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1039,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000021,UG,ENT,21404,UNASSIGNED,000021,0.0809812,32.453675,"1041 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1041,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000022,UG,ENT,21404,UNASSIGNED,000022,0.0826184,32.456609,"1043 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1043,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000023,UG,ENT,21401,UNASSIGNED,000023,0.0787208,32.47346,"1045 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1045,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000024,UG,ENT,21401,UNASSIGNED,000024,0.080487,32.4752172,"1047 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1047,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000025,UG,ENT,21401,UNASSIGNED,000025,0.0822758,32.4698704,"1049 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1049,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000026,UG,ENT,21401,UNASSIGNED,000026,0.0837783,32.4694424,"1051 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1051,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000027,UG,ENT,21401,UNASSIGNED,000027,0.0853026,32.468372,"1053 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1053,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000028,UG,ENT,21401,UNASSIGNED,000028,0.0865688,32.4733486,"1055 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1055,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000029,UG,ENT,21404,UNASSIGNED,000029,0.0661391,32.454896,"1057 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1057,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000030,UG,ENT,21401,UNASSIGNED,000030,0.0669418,32.4623534,"1059 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1059,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000031,UG,ENT,21404,UNASSIGNED,000031,0.0677684,32.4536526,"1061 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1061,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000032,UG,ENT,21404,UNASSIGNED,000032,0.0688458,32.4582452,"1063 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1063,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000033,UG,ENT,21404,UNASSIGNED,000033,0.0697008,32.4538244,"1065 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1065,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000034,UG,ENT,21401,UNASSIGNED,000034,0.070897,32.46338,"1067 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1067,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000035,UG,ENT,21401,UNASSIGNED,000035,0.0722632,32.4615114,"1069 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1069,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000036,UG,ENT,21401,UNASSIGNED,000036,0.0738628,32.4608076,"1071 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1071,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000037,UG,ENT,21404,UNASSIGNED,000037,0.075219,32.4551214,"1073 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1073,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000038,UG,ENT,21401,UNASSIGNED,000038,0.0762052,32.463454,"1075 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1075,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000039,UG,ENT,21401,UNASSIGNED,000039,0.066313,32.4666488,"1077 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1077,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000040,UG,ENT,21401,UNASSIGNED,000040,0.0674238,32.467062,"1079 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1079,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000041,UG,ENT,21401,UNASSIGNED,000041,0.0682087,32.474406,"1081 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1081,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000042,UG,ENT,21401,UNASSIGNED,000042,0.0692469,32.4700246,"1083 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1083,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000043,UG,ENT,21401,UNASSIGNED,000043,0.0702227,32.468491,"1085 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1085,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000044,UG,ENT,21401,UNASSIGNED,000044,0.0712426,32.4668598,"1087 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1087,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000045,UG,ENT,21401,UNASSIGNED,000045,0.0723814,32.4686312,"1089 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1089,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000046,UG,ENT,21401,UNASSIGNED,000046,0.073756,32.4689038,"1091 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1091,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000047,UG,ENT,21401,UNASSIGNED,000047,0.075731,32.4753242,"1093 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1093,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000048,UG,ENT,21404,UNASSIGNED,000048,0.0634344,32.4521146,"1095 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1095,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000049,UG,ENT,21404,UNASSIGNED,000049,0.0651472,32.4509484,"1097 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1097,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000050,UG,ENT,21402,UNASSIGNED,000050,0.04459,32.443045,"1099 Airport Boulevard, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,1099,Airport Boulevard,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000051,UG,ENT,21401,UNASSIGNED,000051,0.0554694,32.4619804,"1101 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1101,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000052,UG,ENT,21401,UNASSIGNED,000052,0.0563887,32.4607417,"1103 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1103,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000053,UG,ENT,21401,UNASSIGNED,000053,0.0571656,32.4606274,"1105 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1105,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000054,UG,ENT,21401,UNASSIGNED,000054,0.058061,32.4636582,"1107 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1107,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000055,UG,ENT,21404,UNASSIGNED,000055,0.0591964,32.4576748,"1109 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1109,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000056,UG,ENT,21401,UNASSIGNED,000056,0.0598528,32.4615692,"1111 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1111,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000057,UG,ENT,21404,UNASSIGNED,000057,0.0605058,32.4581732,"1113 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1113,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000058,UG,ENT,21401,UNASSIGNED,000058,0.0610857,32.4613121,"1115 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1115,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000059,UG,ENT,21404,UNASSIGNED,000059,0.0617658,32.4590794,"1117 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1117,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000060,UG,ENT,21401,UNASSIGNED,000060,0.0625056,32.4606452,"1119 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1119,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000061,UG,ENT,21404,UNASSIGNED,000061,0.0631723,32.4546751,"1121 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1121,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000062,UG,ENT,21404,UNASSIGNED,000062,0.0639126,32.4598118,"1123 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1123,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000063,UG,ENT,21401,UNASSIGNED,000063,0.0646386,32.4601364,"1125 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1125,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000064,UG,ENT,21401,UNASSIGNED,000064,0.0654282,32.4621702,"1127 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1127,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000065,UG,ENT,21401,UNASSIGNED,000065,0.05595,32.4676013,"1129 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1129,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000066,UG,ENT,21401,UNASSIGNED,000066,0.057952,32.4749158,"1131 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1131,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000067,UG,ENT,21401,UNASSIGNED,000067,0.0596492,32.4657214,"1133 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1133,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000068,UG,ENT,21401,UNASSIGNED,000068,0.061204,32.4646864,"1135 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1135,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000069,UG,ENT,21401,UNASSIGNED,000069,0.0628692,32.4737746,"1137 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1137,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000070,UG,ENT,21401,UNASSIGNED,000070,0.0637738,32.4719623,"1139 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1139,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000071,UG,ENT,21401,UNASSIGNED,000071,0.0648142,32.4732954,"1141 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1141,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000072,UG,ENT,21401,UNASSIGNED,000072,0.0655336,32.473825,"1143 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1143,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000073,UG,ENT,21404,UNASSIGNED,000073,0.0457658,32.4568756,"1145 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1145,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000074,UG,ENT,21401,UNASSIGNED,000074,0.0476444,32.4643662,"1147 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1147,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000075,UG,ENT,21404,UNASSIGNED,000075,0.0491678,32.4557172,"1149 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1149,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000076,UG,ENT,21401,UNASSIGNED,000076,0.0504652,32.4635114,"1151 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1151,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000077,UG,ENT,21404,UNASSIGNED,000077,0.05152,32.4562658,"1153 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1153,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000078,UG,ENT,21401,UNASSIGNED,000078,0.053015,32.461155,"1155 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1155,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000079,UG,ENT,21404,UNASSIGNED,000079,0.0547499,32.4595006,"1157 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,1157,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000080,UG,ENT,21401,UNASSIGNED,000080,0.0461101,32.470031,"1159 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1159,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000081,UG,ENT,21401,UNASSIGNED,000081,0.0479982,32.4707097,"1161 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1161,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000082,UG,ENT,21401,UNASSIGNED,000082,0.0500344,32.4740238,"1163 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1163,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000083,UG,ENT,21401,UNASSIGNED,000083,0.0769646,32.4768412,"1165 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1165,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000084,UG,ENT,21401,UNASSIGNED,000084,0.0783367,32.4782583,"1167 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1167,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000085,UG,ENT,21401,UNASSIGNED,000085,0.0794258,32.4816906,"1169 Lakeside Drive, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1169,Lakeside Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000086,UG,ENT,21401,UNASSIGNED,000086,0.080581,32.480528,"1171 Lakeside Drive, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1171,Lakeside Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000087,UG,ENT,21401,UNASSIGNED,000087,0.0830792,32.4795588,"1173 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1173,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000088,UG,ENT,21401,UNASSIGNED,000088,0.0853684,32.4786374,"1175 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1175,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000089,UG,ENT,21401,UNASSIGNED,000089,0.0871304,32.47606,"1177 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1177,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000090,UG,ENT,21401,UNASSIGNED,000090,0.0861356,32.4938808,"1179 Lakeside Drive, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1179,Lakeside Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000091,UG,ENT,21401,UNASSIGNED,000091,0.0680434,32.4791072,"1181 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1181,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000092,UG,ENT,21401,UNASSIGNED,000092,0.0701094,32.4782044,"1183 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1183,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000093,UG,ENT,21401,UNASSIGNED,000093,0.0719948,32.476596,"1185 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1185,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000094,UG,ENT,21401,UNASSIGNED,000094,0.0734814,32.480146,"1187 Lakeside Drive, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1187,Lakeside Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000095,UG,ENT,21401,UNASSIGNED,000095,0.0747884,32.4796454,"1189 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1189,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000096,UG,ENT,21401,UNASSIGNED,000096,0.076445,32.4770906,"1191 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,1191,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000097,UG,ENT,21403,UNASSIGNED,000097,0.0824514,32.5053132,"1193 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1193,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000098,UG,ENT,21403,UNASSIGNED,000098,0.0843918,32.50607,"1195 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1195,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000099,UG,ENT,21403,UNASSIGNED,000099,0.0860424,32.5075734,"1197 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1197,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000100,UG,ENT,21403,UNASSIGNED,000100,0.087522,32.502469,"1199 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1199,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000101,UG,ENT,21403,UNASSIGNED,000101,0.078133,32.511685,"1201 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1201,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000102,UG,ENT,21403,UNASSIGNED,000102,0.0805214,32.518692,"1203 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1203,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000103,UG,ENT,21403,UNASSIGNED,000103,0.0830568,32.5150954,"1205 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1205,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000104,UG,ENT,21403,UNASSIGNED,000104,0.085596,32.5103632,"1207 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1207,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000105,UG,ENT,21403,UNASSIGNED,000105,0.0874572,32.5187502,"1209 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1209,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000106,UG,ENT,21403,UNASSIGNED,000106,0.0667984,32.5169134,"1211 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1211,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000107,UG,ENT,21403,UNASSIGNED,000107,0.069646,32.5174415,"1213 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1213,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-000108,UG,ENT,21403,UNASSIGNED,000108,0.0708641,32.5148267,"1215 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,1215,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
